chr_window	start	stop	ADref	ADalt	DP	nbSNP_Aref	nbSNP_Aalt	tot_snps
Chr1_91	450001	460000	314	1	315	65	1	65
Chr1_92	455001	465000	338	1	339	67	1	67
Chr1_93	460001	470000	267	0	267	50	0	50
Chr1_94	465001	475000	163	0	163	29	0	29
Chr1_95	470001	480000	366	1	367	66	1	66
Chr1_96	475001	485000	379	2	381	67	2	67
Chr1_97	480001	490000	230	1	231	33	1	33
Chr1_98	485001	495000	318	0	318	52	0	52
Chr1_99	490001	500000	208	0	208	46	0	46
Chr1_100	495001	505000	158	1	159	32	1	32
Chr1_101	500001	510000	231	1	232	36	1	36
Chr1_102	505001	515000	184	0	184	27	0	27
Chr1_103	510001	520000	173	0	173	29	0	29
Chr1_104	515001	525000	291	1	292	69	1	69
Chr1_105	520001	530000	280	1	281	77	1	77
Chr1_106	525001	535000	288	1	289	69	1	69
Chr1_107	530001	540000	260	1	261	53	1	53
Chr1_108	535001	545000	128	0	128	23	0	23
Chr1_109	540001	550000	127	0	127	21	0	21
Chr1_110	545001	555000	153	0	153	31	0	31
Chr1_111	550001	560000	130	0	130	32	0	32
Chr1_112	555001	565000	94	0	94	19	0	19
Chr1_113	560001	570000	141	0	141	27	0	27
Chr1_114	565001	575000	190	0	190	38	0	38
Chr1_115	570001	580000	132	0	132	26	0	26
Chr1_116	575001	585000	196	0	196	42	0	42
Chr1_117	580001	590000	220	0	220	47	0	47
Chr1_118	585001	595000	137	0	137	26	0	26
Chr1_119	590001	600000	197	0	197	38	0	38
Chr1_120	595001	605000	189	0	189	34	0	34
Chr1_121	600001	610000	452	0	452	55	0	55
Chr1_122	605001	615000	474	0	474	57	0	57
Chr1_123	610001	620000	152	0	152	25	0	25
Chr1_124	615001	625000	163	0	163	35	0	35
Chr1_125	620001	630000	338	0	338	71	0	71
Chr1_126	625001	635000	331	0	331	60	0	60
Chr1_127	630001	640000	130	0	130	17	0	17
Chr1_128	635001	645000	91	0	91	16	0	16
Chr1_129	640001	650000	93	0	93	15	0	15
Chr1_130	645001	655000	70	0	70	12	0	12
Chr1_131	650001	660000	51	0	51	13	0	13
Chr1_132	655001	665000	98	0	98	19	0	19
Chr1_133	660001	670000	75	0	75	13	0	13
Chr1_134	665001	675000	44	0	44	12	0	12
Chr1_135	670001	680000	99	0	99	18	0	18
Chr1_136	675001	685000	113	0	113	14	0	14
Chr1_137	680001	690000	112	0	112	15	0	15
Chr1_138	685001	695000	104	0	104	17	0	17
Chr1_139	690001	700000	122	0	122	20	0	20
Chr1_140	695001	705000	158	0	158	25	0	25
Chr1_141	700001	710000	133	0	133	28	0	28
Chr1_142	705001	715000	74	0	74	18	0	18
Chr1_143	710001	720000	37	0	37	5	0	5
Chr1_144	715001	725000	30	0	30	5	0	5
Chr1_145	720001	730000	49	0	49	8	0	8
Chr1_146	725001	735000	69	0	69	13	0	13
Chr1_147	730001	740000	90	0	90	18	0	18
Chr1_148	735001	745000	106	0	106	18	0	18
Chr1_149	740001	750000	162	1	163	33	1	33
Chr1_150	745001	755000	144	1	145	34	1	34
Chr1_151	750001	760000	87	0	87	19	0	19
Chr1_152	755001	765000	159	4	163	26	1	26
Chr1_153	760001	770000	231	4	235	38	1	38
Chr1_154	765001	775000	225	0	225	36	0	36
Chr1_155	770001	780000	151	1	152	24	1	24
Chr1_156	775001	785000	85	1	86	17	1	17
Chr1_157	780001	790000	165	0	165	29	0	29
Chr1_158	785001	795000	253	0	253	44	0	44
Chr1_159	790001	800000	137	0	137	26	0	26
Chr1_160	795001	805000	45	0	45	9	0	9
Chr1_161	800001	810000	69	0	69	14	0	14
Chr1_162	805001	815000	89	0	89	22	0	22
Chr1_163	810001	820000	76	0	76	18	0	18
Chr1_164	815001	825000	39	0	39	9	0	9
Chr1_165	820001	830000	16	0	16	6	0	6
Chr1_166	825001	835000	16	0	16	4	0	4
Chr1_167	830001	840000	35	0	35	7	0	7
Chr1_168	835001	845000	76	0	76	12	0	12
Chr1_169	840001	850000	96	0	96	14	0	14
Chr1_170	845001	855000	117	0	117	19	0	19
Chr1_171	850001	860000	132	1	133	20	1	20
Chr1_172	855001	865000	444	2	446	67	2	67
Chr1_173	860001	870000	416	1	417	64	1	64
Chr1_174	865001	875000	114	0	114	17	0	17
Chr1_175	870001	880000	195	0	195	26	0	26
Chr1_176	875001	885000	162	0	162	24	0	24
Chr1_177	880001	890000	73	0	73	16	0	16
Chr1_178	885001	895000	60	1	61	15	1	15
Chr1_179	890001	900000	141	1	142	28	1	28
Chr1_180	895001	905000	189	0	189	35	0	35
Chr1_181	900001	910000	112	0	112	21	0	21
Chr1_182	905001	915000	183	15	198	34	6	35
Chr1_183	910001	920000	511	15	526	79	6	80
Chr1_184	915001	925000	442	0	442	63	0	63
Chr1_185	920001	930000	102	0	102	17	0	17
Chr1_186	925001	935000	98	1	99	20	1	20
Chr1_187	930001	940000	119	1	120	23	1	23
Chr1_188	935001	945000	76	0	76	12	0	12
Chr1_189	940001	950000	82	0	82	13	0	13
Chr1_190	945001	955000	63	0	63	15	0	15
Chr1_191	950001	960000	57	0	57	13	0	13
Chr1_192	955001	965000	69	0	69	11	0	11
Chr1_193	960001	970000	84	0	84	12	0	12
Chr1_194	965001	975000	121	0	121	15	0	15
Chr1_195	970001	980000	96	0	96	14	0	14
Chr1_196	975001	985000	86	1	87	13	1	13
Chr1_197	980001	990000	76	1	77	11	1	11
Chr1_198	985001	995000	56	0	56	13	0	13
Chr1_199	990001	1000000	73	1	74	14	1	14
Chr1_200	995001	1005000	100	1	101	16	1	16
Chr1_201	1000001	1010000	115	0	115	22	0	22
Chr1_202	1005001	1015000	66	0	66	15	0	15
Chr1_203	1010001	1020000	38	0	38	6	0	6
Chr1_204	1015001	1025000	35	1	36	5	1	5
Chr1_205	1020001	1030000	41	1	42	10	1	10
Chr1_206	1025001	1035000	38	0	38	9	0	9
Chr1_207	1030001	1040000	26	0	26	7	0	7
Chr1_208	1035001	1045000	105	1	106	19	1	19
Chr1_209	1040001	1050000	153	1	154	28	1	28
Chr1_210	1045001	1055000	84	0	84	21	0	21
Chr1_211	1050001	1060000	72	0	72	17	0	17
Chr1_212	1055001	1065000	102	0	102	18	0	18
Chr1_213	1060001	1070000	69	0	69	11	0	11
Chr1_214	1065001	1075000	54	0	54	8	0	8
Chr1_215	1070001	1080000	49	0	49	8	0	8
Chr1_216	1075001	1085000	36	0	36	8	0	8
Chr1_217	1080001	1090000	37	0	37	8	0	8
Chr1_218	1085001	1095000	15	0	15	3	0	3
Chr1_219	1090001	1100000	12	0	12	2	0	2
Chr1_220	1095001	1105000	41	0	41	7	0	7
Chr1_221	1100001	1110000	67	0	67	13	0	13
Chr1_222	1105001	1115000	47	0	47	10	0	10
Chr1_223	1110001	1120000	13	0	13	3	0	3
Chr1_224	1115001	1125000	59	0	59	10	0	10
Chr1_225	1120001	1130000	130	0	130	18	0	18
Chr1_226	1125001	1135000	120	0	120	16	0	16
Chr1_227	1130001	1140000	85	0	85	12	0	12
Chr1_228	1135001	1145000	292	1	293	46	1	46
Chr1_229	1140001	1150000	288	1	289	49	1	49
Chr1_230	1145001	1155000	52	0	52	12	0	12
Chr1_231	1150001	1160000	166	1	167	24	1	24
Chr1_232	1155001	1165000	254	1	255	34	1	34
Chr1_233	1160001	1170000	138	0	138	21	0	21
Chr1_234	1165001	1175000	88	0	88	14	0	14
Chr1_235	1170001	1180000	67	0	67	8	0	8
Chr1_236	1175001	1185000	28	0	28	4	0	4
Chr1_237	1180001	1190000	23	0	23	5	0	5
Chr1_238	1185001	1195000	21	0	21	4	0	4
Chr1_239	1190001	1200000	31	0	31	6	0	6
Chr1_240	1195001	1205000	24	0	24	6	0	6
Chr1_241	1200001	1210000	6	0	6	2	0	2
Chr1_242	1205001	1215000	0	0	0	0	0	0
Chr1_243	1210001	1220000	17	0	17	3	0	3
Chr1_244	1215001	1225000	31	0	31	5	0	5
Chr1_245	1220001	1230000	84	0	84	11	0	11
Chr1_246	1225001	1235000	151	0	151	27	0	27
Chr1_247	1230001	1240000	208	0	208	50	0	50
Chr1_248	1235001	1245000	144	0	144	36	0	36
Chr1_249	1240001	1250000	46	0	46	9	0	9
Chr1_250	1245001	1255000	77	0	77	10	0	10
Chr1_251	1250001	1260000	52	0	52	7	0	7
Chr1_252	1255001	1265000	16	0	16	4	0	4
Chr1_253	1260001	1270000	18	0	18	4	0	4
Chr1_254	1265001	1275000	136	0	136	15	0	15
Chr1_255	1270001	1280000	198	0	198	23	0	23
Chr1_256	1275001	1285000	114	0	114	15	0	15
Chr1_257	1280001	1290000	78	0	78	12	0	12
Chr1_258	1285001	1295000	68	0	68	12	0	12
Chr1_259	1290001	1300000	53	0	53	8	0	8
Chr1_260	1295001	1305000	139	0	139	25	0	25
Chr1_261	1300001	1310000	202	0	202	31	0	31
Chr1_262	1305001	1315000	92	0	92	11	0	11
Chr1_263	1310001	1320000	38	0	38	7	0	7
Chr1_264	1315001	1325000	144	0	144	17	0	17
Chr1_265	1320001	1330000	156	0	156	17	0	17
Chr1_266	1325001	1335000	110	0	110	17	0	17
Chr1_267	1330001	1340000	130	0	130	19	0	19
Chr1_268	1335001	1345000	69	0	69	10	0	10
Chr1_269	1340001	1350000	45	0	45	8	0	8
Chr1_270	1345001	1355000	47	0	47	7	0	7
Chr1_271	1350001	1360000	22	0	22	4	0	4
Chr1_272	1355001	1365000	9	0	9	2	0	2
Chr1_273	1360001	1370000	45	0	45	7	0	7
Chr1_274	1365001	1375000	56	0	56	10	0	10
Chr1_275	1370001	1380000	45	0	45	8	0	8
Chr1_276	1375001	1385000	63	1	64	8	1	8
Chr1_277	1380001	1390000	84	1	85	12	1	12
Chr1_278	1385001	1395000	76	0	76	13	0	13
Chr1_279	1390001	1400000	62	0	62	12	0	12
Chr1_280	1395001	1405000	89	0	89	15	0	15
Chr1_281	1400001	1410000	89	0	89	13	0	13
Chr1_282	1405001	1415000	52	0	52	8	0	8
Chr1_283	1410001	1420000	64	0	64	12	0	12
Chr1_284	1415001	1425000	139	0	139	23	0	23
Chr1_285	1420001	1430000	290	19	309	49	10	49
Chr1_286	1425001	1435000	247	19	266	46	10	46
Chr1_287	1430001	1440000	199	0	199	32	0	32
Chr1_288	1435001	1445000	354	4	358	59	1	59
Chr1_289	1440001	1450000	236	4	240	42	1	42
Chr1_290	1445001	1455000	63	0	63	9	0	9
Chr1_291	1450001	1460000	125	0	125	24	0	24
Chr1_292	1455001	1465000	235	1	236	37	1	37
Chr1_293	1460001	1470000	187	1	188	26	1	26
Chr1_294	1465001	1475000	84	0	84	14	0	14
Chr1_295	1470001	1480000	76	0	76	13	0	13
Chr1_296	1475001	1485000	95	0	95	15	0	15
Chr1_297	1480001	1490000	85	0	85	12	0	12
Chr1_298	1485001	1495000	167	0	167	23	0	23
Chr1_299	1490001	1500000	179	0	179	22	0	22
Chr1_300	1495001	1505000	211	0	211	40	0	40
Chr1_301	1500001	1510000	431	0	431	82	0	82
Chr1_302	1505001	1515000	298	0	298	52	0	52
Chr1_303	1510001	1520000	42	0	42	8	0	8
Chr1_304	1515001	1525000	19	0	19	4	0	4
Chr1_305	1520001	1530000	144	0	144	18	0	18
Chr1_306	1525001	1535000	208	0	208	26	0	26
Chr1_307	1530001	1540000	88	0	88	13	0	13
Chr1_308	1535001	1545000	34	0	34	11	0	11
Chr1_309	1540001	1550000	138	0	138	27	0	27
Chr1_310	1545001	1555000	255	0	255	39	0	39
Chr1_311	1550001	1560000	246	0	246	36	0	36
Chr1_312	1555001	1565000	704	1	705	123	1	123
Chr1_313	1560001	1570000	983	1	984	164	1	164
Chr1_314	1565001	1575000	481	0	481	73	0	73
Chr1_315	1570001	1580000	139	0	139	24	0	24
Chr1_316	1575001	1585000	89	0	89	14	0	14
Chr1_317	1580001	1590000	161	0	161	27	0	27
Chr1_318	1585001	1595000	142	0	142	24	0	24
Chr1_319	1590001	1600000	56	0	56	10	0	10
Chr1_320	1595001	1605000	45	0	45	9	0	9
Chr1_321	1600001	1610000	49	0	49	9	0	9
Chr1_322	1605001	1615000	76	0	76	17	0	17
Chr1_323	1610001	1620000	60	0	60	16	0	16
Chr1_324	1615001	1625000	51	0	51	11	0	11
Chr1_325	1620001	1630000	50	0	50	8	0	8
Chr1_326	1625001	1635000	75	1	76	11	1	11
Chr1_327	1630001	1640000	80	1	81	12	1	12
Chr1_328	1635001	1645000	91	0	91	14	0	14
Chr1_329	1640001	1650000	107	0	107	17	0	17
Chr1_330	1645001	1655000	71	0	71	12	0	12
Chr1_331	1650001	1660000	81	0	81	12	0	12
Chr1_332	1655001	1665000	114	0	114	15	0	15
Chr1_333	1660001	1670000	126	0	126	18	0	18
Chr1_334	1665001	1675000	104	0	104	17	0	17
Chr1_335	1670001	1680000	84	0	84	15	0	15
Chr1_336	1675001	1685000	49	0	49	11	0	11
Chr1_337	1680001	1690000	41	0	41	9	0	9
Chr1_338	1685001	1695000	120	0	120	20	0	20
Chr1_339	1690001	1700000	147	0	147	26	0	26
Chr1_340	1695001	1705000	109	0	109	19	0	19
Chr1_341	1700001	1710000	82	0	82	15	0	15
Chr1_342	1705001	1715000	80	0	80	16	0	16
Chr1_343	1710001	1720000	300	1	301	48	1	48
Chr1_344	1715001	1725000	569	13	582	92	3	92
Chr1_345	1720001	1730000	366	12	378	62	2	62
Chr1_346	1725001	1735000	77	0	77	14	0	14
Chr1_347	1730001	1740000	55	0	55	11	0	11
Chr1_348	1735001	1745000	76	0	76	16	0	16
Chr1_349	1740001	1750000	117	0	117	20	0	20
Chr1_350	1745001	1755000	488	0	488	68	0	68
Chr1_351	1750001	1760000	429	0	429	59	0	59
Chr1_352	1755001	1765000	35	0	35	7	0	7
Chr1_353	1760001	1770000	32	0	32	7	0	7
Chr1_354	1765001	1775000	43	0	43	6	0	6
Chr1_355	1770001	1780000	145	0	145	25	0	25
Chr1_356	1775001	1785000	122	0	122	24	0	24
Chr1_357	1780001	1790000	16	0	16	5	0	5
Chr1_358	1785001	1795000	22	0	22	4	0	4
Chr1_359	1790001	1800000	28	0	28	6	0	6
Chr1_360	1795001	1805000	23	0	23	8	0	8
Chr1_361	1800001	1810000	24	0	24	6	0	6
Chr1_362	1805001	1815000	32	0	32	6	0	6
Chr1_363	1810001	1820000	64	0	64	11	0	11
Chr1_364	1815001	1825000	320	0	320	54	0	54
Chr1_365	1820001	1830000	303	0	303	52	0	52
Chr1_366	1825001	1835000	55	0	55	11	0	11
Chr1_367	1830001	1840000	78	0	78	15	0	15
Chr1_368	1835001	1845000	98	0	98	15	0	15
Chr1_369	1840001	1850000	111	1	112	18	1	18
Chr1_370	1845001	1855000	106	1	107	21	1	21
Chr1_371	1850001	1860000	81	0	81	16	0	16
Chr1_372	1855001	1865000	108	0	108	16	0	16
Chr1_373	1860001	1870000	162	0	162	21	0	21
Chr1_374	1865001	1875000	183	0	183	26	0	26
Chr1_375	1870001	1880000	99	0	99	15	0	15
Chr1_376	1875001	1885000	77	0	77	14	0	14
Chr1_377	1880001	1890000	172	0	172	26	0	26
Chr1_378	1885001	1895000	149	0	149	20	0	20
Chr1_379	1890001	1900000	49	0	49	8	0	8
Chr1_380	1895001	1905000	18	0	18	3	0	3
Chr1_381	1900001	1910000	47	0	47	12	0	12
Chr1_382	1905001	1915000	69	0	69	17	0	17
Chr1_383	1910001	1920000	72	0	72	17	0	17
Chr1_384	1915001	1925000	148	0	148	28	0	28
Chr1_385	1920001	1930000	136	0	136	22	0	22
Chr1_386	1925001	1935000	34	0	34	7	0	7
Chr1_387	1930001	1940000	64	0	64	12	0	12
Chr1_388	1935001	1945000	95	0	95	15	0	15
Chr1_389	1940001	1950000	122	0	122	22	0	22
Chr1_390	1945001	1955000	165	0	165	33	0	33
Chr1_391	1950001	1960000	103	0	103	22	0	22
Chr1_392	1955001	1965000	80	0	80	16	0	16
Chr1_393	1960001	1970000	114	0	114	21	0	21
Chr1_394	1965001	1975000	94	0	94	17	0	17
Chr1_395	1970001	1980000	101	0	101	19	0	19
Chr1_396	1975001	1985000	67	0	67	13	0	13
Chr1_397	1980001	1990000	38	0	38	6	0	6
Chr1_398	1985001	1995000	76	0	76	15	0	15
Chr1_399	1990001	2000000	116	0	116	22	0	22
Chr1_400	1995001	2005000	264	0	264	47	0	47
Chr1_401	2000001	2010000	425	0	425	68	0	68
Chr1_402	2005001	2015000	360	0	360	54	0	54
Chr1_403	2010001	2020000	268	1	269	41	1	41
Chr1_404	2015001	2025000	241	1	242	43	1	43
Chr1_405	2020001	2030000	169	0	169	35	0	35
Chr1_406	2025001	2035000	103	0	103	18	0	18
Chr1_407	2030001	2040000	50	0	50	9	0	9
Chr1_408	2035001	2045000	44	0	44	6	0	6
Chr1_409	2040001	2050000	55	0	55	8	0	8
Chr1_410	2045001	2055000	85	0	85	14	0	14
Chr1_411	2050001	2060000	107	0	107	14	0	14
Chr1_412	2055001	2065000	71	0	71	10	0	10
Chr1_413	2060001	2070000	53	0	53	10	0	10
Chr1_414	2065001	2075000	37	0	37	7	0	7
Chr1_415	2070001	2080000	23	0	23	4	0	4
Chr1_416	2075001	2085000	89	0	89	14	0	14
Chr1_417	2080001	2090000	110	0	110	17	0	17
Chr1_418	2085001	2095000	86	0	86	13	0	13
Chr1_419	2090001	2100000	70	0	70	12	0	12
Chr1_420	2095001	2105000	69	0	69	13	0	13
Chr1_421	2100001	2110000	104	12	116	22	3	22
Chr1_422	2105001	2115000	88	12	100	18	3	18
Chr1_423	2110001	2120000	61	0	61	8	0	8
Chr1_424	2115001	2125000	55	0	55	7	0	7
Chr1_425	2120001	2130000	78	0	78	13	0	13
Chr1_426	2125001	2135000	328	1	329	50	1	50
Chr1_427	2130001	2140000	314	1	315	49	1	49
Chr1_428	2135001	2145000	87	0	87	14	0	14
Chr1_429	2140001	2150000	102	0	102	12	0	12
Chr1_430	2145001	2155000	60	0	60	8	0	8
Chr1_431	2150001	2160000	32	0	32	6	0	6
Chr1_432	2155001	2165000	63	0	63	11	0	11
Chr1_433	2160001	2170000	76	0	76	14	0	14
Chr1_434	2165001	2175000	48	0	48	9	0	9
Chr1_435	2170001	2180000	69	0	69	11	0	11
Chr1_436	2175001	2185000	102	0	102	19	0	19
Chr1_437	2180001	2190000	93	0	93	19	0	19
Chr1_438	2185001	2195000	77	0	77	13	0	13
Chr1_439	2190001	2200000	75	0	75	13	0	13
Chr1_440	2195001	2205000	145	0	145	26	0	26
Chr1_441	2200001	2210000	135	0	135	25	0	25
Chr1_442	2205001	2215000	153	0	153	26	0	26
Chr1_443	2210001	2220000	144	0	144	25	0	25
Chr1_444	2215001	2225000	157	0	157	28	0	28
Chr1_445	2220001	2230000	251	0	251	43	0	43
Chr1_446	2225001	2235000	169	0	169	28	0	28
Chr1_447	2230001	2240000	92	0	92	14	0	14
Chr1_448	2235001	2245000	87	0	87	16	0	16
Chr1_449	2240001	2250000	90	0	90	16	0	16
Chr1_450	2245001	2255000	309	0	309	84	0	84
Chr1_451	2250001	2260000	296	0	296	85	0	85
Chr1_452	2255001	2265000	173	0	173	32	0	32
Chr1_453	2260001	2270000	178	0	178	29	0	29
Chr1_454	2265001	2275000	57	0	57	9	0	9
Chr1_455	2270001	2280000	43	0	43	9	0	9
Chr1_456	2275001	2285000	50	0	50	13	0	13
Chr1_457	2280001	2290000	75	0	75	14	0	14
Chr1_458	2285001	2295000	110	1	111	15	1	15
Chr1_459	2290001	2300000	85	1	86	13	1	13
Chr1_460	2295001	2305000	68	0	68	11	0	11
Chr1_461	2300001	2310000	48	0	48	8	0	8
Chr1_462	2305001	2315000	28	0	28	6	0	6
Chr1_463	2310001	2320000	245	1	246	55	1	55
Chr1_464	2315001	2325000	721	1	722	106	1	106
Chr1_465	2320001	2330000	572	0	572	63	0	63
Chr1_466	2325001	2335000	100	0	100	11	0	11
Chr1_467	2330001	2340000	46	0	46	7	0	7
Chr1_468	2335001	2345000	66	0	66	11	0	11
Chr1_469	2340001	2350000	74	0	74	12	0	12
Chr1_470	2345001	2355000	95	0	95	19	0	19
Chr1_471	2350001	2360000	139	0	139	26	0	26
Chr1_472	2355001	2365000	150	0	150	25	0	25
Chr1_473	2360001	2370000	142	0	142	24	0	24
Chr1_474	2365001	2375000	147	0	147	26	0	26
Chr1_475	2370001	2380000	382	0	382	52	0	52
Chr1_476	2375001	2385000	338	0	338	44	0	44
Chr1_477	2380001	2390000	136	0	136	20	0	20
Chr1_478	2385001	2395000	193	0	193	29	0	29
Chr1_479	2390001	2400000	136	0	136	24	0	24
Chr1_480	2395001	2405000	93	0	93	18	0	18
Chr1_481	2400001	2410000	78	0	78	16	0	16
Chr1_482	2405001	2415000	68	0	68	16	0	16
Chr1_483	2410001	2420000	84	0	84	19	0	19
Chr1_484	2415001	2425000	94	0	94	24	0	24
Chr1_485	2420001	2430000	87	0	87	25	0	25
Chr1_486	2425001	2435000	97	0	97	21	0	21
Chr1_487	2430001	2440000	341	1	342	59	1	59
Chr1_488	2435001	2445000	319	1	320	53	1	53
Chr1_489	2440001	2450000	57	0	57	8	0	8
Chr1_490	2445001	2455000	63	0	63	8	0	8
Chr1_491	2450001	2460000	65	0	65	9	0	9
Chr1_492	2455001	2465000	48	0	48	10	0	10
Chr1_493	2460001	2470000	57	0	57	10	0	10
Chr1_494	2465001	2475000	35	0	35	6	0	6
Chr1_495	2470001	2480000	31	0	31	6	0	6
Chr1_496	2475001	2485000	48	0	48	8	0	8
Chr1_497	2480001	2490000	94	0	94	16	0	16
Chr1_498	2485001	2495000	112	0	112	20	0	20
Chr1_499	2490001	2500000	141	0	141	29	0	29
Chr1_500	2495001	2505000	143	0	143	30	0	30
Chr1_501	2500001	2510000	112	0	112	19	0	19
Chr1_502	2505001	2515000	160	0	160	24	0	24
Chr1_503	2510001	2520000	137	0	137	24	0	24
Chr1_504	2515001	2525000	136	0	136	25	0	25
Chr1_505	2520001	2530000	169	0	169	26	0	26
Chr1_506	2525001	2535000	106	0	106	14	0	14
Chr1_507	2530001	2540000	144	0	144	17	0	17
Chr1_508	2535001	2545000	278	0	278	46	0	46
Chr1_509	2540001	2550000	449	0	449	71	0	71
Chr1_510	2545001	2555000	294	0	294	43	0	43
Chr1_511	2550001	2560000	25	0	25	9	0	9
Chr1_512	2555001	2565000	398	0	398	55	0	55
Chr1_513	2560001	2570000	521	0	521	73	0	73
Chr1_514	2565001	2575000	338	1	339	53	1	53
Chr1_515	2570001	2580000	439	1	440	74	1	74
Chr1_516	2575001	2585000	406	0	406	62	0	62
Chr1_517	2580001	2590000	224	0	224	30	0	30
Chr1_518	2585001	2595000	109	0	109	20	0	20
Chr1_519	2590001	2600000	80	0	80	12	0	12
Chr1_520	2595001	2605000	49	0	49	7	0	7
Chr1_521	2600001	2610000	66	0	66	12	0	12
Chr1_522	2605001	2615000	104	0	104	18	0	18
Chr1_523	2610001	2620000	79	0	79	13	0	13
Chr1_524	2615001	2625000	52	0	52	7	0	7
Chr1_525	2620001	2630000	67	0	67	8	0	8
Chr1_526	2625001	2635000	114	0	114	14	0	14
Chr1_527	2630001	2640000	99	0	99	14	0	14
Chr1_528	2635001	2645000	64	0	64	12	0	12
Chr1_529	2640001	2650000	56	0	56	11	0	11
