chr_window	start	stop	ADref	ADalt	DP
Chr1_418	2085001	2095000	110	0	110
Chr1_419	2090001	2100000	0	0	0
Chr1_420	2095001	2105000	104	12	116
Chr1_421	2100001	2110000	192	24	216
Chr1_422	2105001	2115000	192	24	216
Chr1_423	2110001	2120000	88	12	100
Chr1_424	2115001	2125000	0	0	0
Chr1_425	2120001	2130000	328	1	329
Chr1_426	2125001	2135000	642	2	644
Chr1_427	2130001	2140000	642	2	644
Chr1_428	2135001	2145000	314	1	315
Chr1_429	2140001	2150000	0	0	0
Chr1_430	2145001	2155000	0	0	0
Chr1_431	2150001	2160000	0	0	0
Chr1_432	2155001	2165000	0	0	0
Chr1_433	2160001	2170000	0	0	0
Chr1_434	2165001	2175000	0	0	0
Chr1_435	2170001	2180000	102	0	102
Chr1_436	2175001	2185000	195	0	195
Chr1_437	2180001	2190000	195	0	195
Chr1_438	2185001	2195000	93	0	93
Chr1_439	2190001	2200000	145	0	145
Chr1_440	2195001	2205000	280	0	280
Chr1_441	2200001	2210000	433	0	433
Chr1_442	2205001	2215000	432	0	432
Chr1_443	2210001	2220000	454	0	454
Chr1_444	2215001	2225000	552	0	552
Chr1_445	2220001	2230000	577	0	577
Chr1_446	2225001	2235000	420	0	420
Chr1_447	2230001	2240000	256	0	256
Chr1_448	2235001	2245000	177	0	177
Chr1_449	2240001	2250000	486	0	486
Chr1_450	2245001	2255000	695	0	695
Chr1_451	2250001	2260000	778	0	778
Chr1_452	2255001	2265000	647	0	647
Chr1_453	2260001	2270000	351	0	351
Chr1_454	2265001	2275000	178	0	178
Chr1_455	2270001	2280000	0	0	0
Chr1_456	2275001	2285000	0	0	0
Chr1_457	2280001	2290000	0	0	0
Chr1_458	2285001	2295000	0	0	0
Chr1_459	2290001	2300000	0	0	0
Chr1_460	2295001	2305000	0	0	0
Chr1_461	2300001	2310000	0	0	0
Chr1_462	2305001	2315000	245	1	246
Chr1_463	2310001	2320000	966	2	968
Chr1_464	2315001	2325000	1538	2	1540
Chr1_465	2320001	2330000	1293	1	1294
Chr1_466	2325001	2335000	572	0	572
Chr1_467	2330001	2340000	0	0	0
Chr1_468	2335001	2345000	0	0	0
Chr1_469	2340001	2350000	95	0	95
Chr1_470	2345001	2355000	234	0	234
Chr1_471	2350001	2360000	384	0	384
Chr1_472	2355001	2365000	431	0	431
Chr1_473	2360001	2370000	439	0	439
Chr1_474	2365001	2375000	671	0	671
Chr1_475	2370001	2380000	867	0	867
Chr1_476	2375001	2385000	856	0	856
Chr1_477	2380001	2390000	667	0	667
Chr1_478	2385001	2395000	465	0	465
Chr1_479	2390001	2400000	422	0	422
Chr1_480	2395001	2405000	307	0	307
Chr1_481	2400001	2410000	239	0	239
Chr1_482	2405001	2415000	230	0	230
Chr1_483	2410001	2420000	246	0	246
Chr1_484	2415001	2425000	265	0	265
Chr1_485	2420001	2430000	278	0	278
Chr1_486	2425001	2435000	525	1	526
Chr1_487	2430001	2440000	757	2	759
Chr1_488	2435001	2445000	660	2	662
Chr1_489	2440001	2450000	319	1	320
Chr1_490	2445001	2455000	0	0	0
Chr1_491	2450001	2460000	0	0	0
Chr1_492	2455001	2465000	0	0	0
Chr1_493	2460001	2470000	0	0	0
Chr1_494	2465001	2475000	0	0	0
Chr1_495	2470001	2480000	0	0	0
Chr1_496	2475001	2485000	94	0	94
Chr1_497	2480001	2490000	206	0	206
Chr1_498	2485001	2495000	347	0	347
Chr1_499	2490001	2500000	396	0	396
Chr1_500	2495001	2505000	396	0	396
Chr1_501	2500001	2510000	415	0	415
Chr1_502	2505001	2515000	409	0	409
Chr1_503	2510001	2520000	433	0	433
Chr1_504	2515001	2525000	442	0	442
Chr1_505	2520001	2530000	305	0	305
Chr1_506	2525001	2535000	313	0	313
Chr1_507	2530001	2540000	422	0	422
Chr1_508	2535001	2545000	871	0	871
Chr1_509	2540001	2550000	1021	0	1021
Chr1_510	2545001	2555000	743	0	743
Chr1_511	2550001	2560000	692	0	692
Chr1_512	2555001	2565000	919	0	919
Chr1_513	2560001	2570000	1257	1	1258
Chr1_514	2565001	2575000	1298	2	1300
Chr1_515	2570001	2580000	1183	2	1185
Chr1_516	2575001	2585000	1069	1	1070
Chr1_517	2580001	2590000	739	0	739
Chr1_518	2585001	2595000	333	0	333
Chr1_519	2590001	2600000	109	0	109
Chr1_520	2595001	2605000	0	0	0
Chr1_521	2600001	2610000	104	0	104
Chr1_522	2605001	2615000	104	0	104
Chr1_523	2610001	2620000	104	0	104
Chr1_524	2615001	2625000	0	0	0
Chr1_525	2620001	2630000	0	0	0
Chr1_526	2625001	2635000	0	0	0
Chr1_527	2630001	2640000	0	0	0
Chr1_528	2635001	2645000	0	0	0
Chr1_529	2640001	2650000	98	0	98
Chr1_530	2645001	2655000	230	1	231
Chr1_531	2650001	2660000	347	2	349
Chr1_532	2655001	2665000	249	2	251
Chr1_533	2660001	2670000	117	1	118
Chr1_534	2665001	2675000	0	0	0
Chr1_535	2670001	2680000	0	0	0
Chr1_536	2675001	2685000	0	0	0
Chr1_537	2680001	2690000	258	2	260
Chr1_538	2685001	2695000	495	4	499
Chr1_539	2690001	2700000	495	4	499
Chr1_540	2695001	2705000	237	2	239
Chr1_541	2700001	2710000	0	0	0
Chr1_542	2705001	2715000	0	0	0
Chr1_543	2710001	2720000	0	0	0
Chr1_544	2715001	2725000	0	0	0
Chr1_545	2720001	2730000	0	0	0
Chr1_546	2725001	2735000	0	0	0
Chr1_547	2730001	2740000	0	0	0
Chr1_548	2735001	2745000	0	0	0
Chr1_549	2740001	2750000	163	0	163
Chr1_550	2745001	2755000	339	0	339
Chr1_551	2750001	2760000	444	0	444
Chr1_552	2755001	2765000	281	0	281
Chr1_553	2760001	2770000	105	0	105
Chr1_554	2765001	2775000	0	0	0
Chr1_555	2770001	2780000	0	0	0
Chr1_556	2775001	2785000	0	0	0
Chr1_557	2780001	2790000	0	0	0
Chr1_558	2785001	2795000	0	0	0
Chr1_559	2790001	2800000	0	0	0
Chr1_560	2795001	2805000	0	0	0
Chr1_561	2800001	2810000	0	0	0
Chr1_562	2805001	2815000	118	0	118
Chr1_563	2810001	2820000	365	0	365
Chr1_564	2815001	2825000	613	0	613
Chr1_565	2820001	2830000	625	0	625
Chr1_566	2825001	2835000	378	0	378
Chr1_567	2830001	2840000	274	0	274
Chr1_568	2835001	2845000	297	0	297
Chr1_569	2840001	2850000	729	1	730
Chr1_570	2845001	2855000	1072	2	1074
Chr1_571	2850001	2860000	1262	4	1266
Chr1_572	2855001	2865000	1116	5	1121
Chr1_573	2860001	2870000	748	4	752
Chr1_574	2865001	2875000	483	2	485
Chr1_575	2870001	2880000	197	0	197
Chr1_576	2875001	2885000	78	0	78
Chr1_577	2880001	2890000	0	0	0
Chr1_578	2885001	2895000	0	0	0
Chr1_579	2890001	2900000	0	0	0
Chr1_580	2895001	2905000	0	0	0
Chr1_581	2900001	2910000	0	0	0
Chr1_582	2905001	2915000	0	0	0
Chr1_583	2910001	2920000	0	0	0
Chr1_584	2915001	2925000	0	0	0
Chr1_585	2920001	2930000	0	0	0
Chr1_586	2925001	2935000	0	0	0
Chr1_587	2930001	2940000	0	0	0
Chr1_588	2935001	2945000	0	0	0
Chr1_589	2940001	2950000	0	0	0
Chr1_590	2945001	2955000	100	0	100
Chr1_591	2950001	2960000	328	0	328
Chr1_592	2955001	2965000	509	0	509
Chr1_593	2960001	2970000	409	0	409
Chr1_594	2965001	2975000	181	0	181
Chr1_595	2970001	2980000	0	0	0
Chr1_596	2975001	2985000	147	0	147
Chr1_597	2980001	2990000	304	0	304
Chr1_598	2985001	2995000	304	0	304
Chr1_599	2990001	3000000	157	0	157
Chr1_600	2995001	3005000	0	0	0
Chr1_601	3000001	3010000	0	0	0
Chr1_602	3005001	3015000	0	0	0
Chr1_603	3010001	3020000	0	0	0
Chr1_604	3015001	3025000	0	0	0
Chr1_605	3020001	3030000	0	0	0
Chr1_606	3025001	3035000	0	0	0
Chr1_607	3030001	3040000	0	0	0
Chr1_608	3035001	3045000	0	0	0
Chr1_609	3040001	3050000	0	0	0
Chr1_610	3045001	3055000	0	0	0
Chr1_611	3050001	3060000	0	0	0
Chr1_612	3055001	3065000	0	0	0
Chr1_613	3060001	3070000	0	0	0
Chr1_614	3065001	3075000	0	0	0
Chr1_615	3070001	3080000	0	0	0
Chr1_616	3075001	3085000	0	0	0
Chr1_617	3080001	3090000	257	1	258
Chr1_618	3085001	3095000	470	2	472
Chr1_619	3090001	3100000	470	2	472
Chr1_620	3095001	3105000	213	1	214
Chr1_621	3100001	3110000	0	0	0
Chr1_622	3105001	3115000	151	0	151
Chr1_623	3110001	3120000	151	0	151
Chr1_624	3115001	3125000	151	0	151
Chr1_625	3120001	3130000	407	0	407
Chr1_626	3125001	3135000	911	0	911
Chr1_627	3130001	3140000	1197	0	1197
Chr1_628	3135001	3145000	1046	0	1046
Chr1_629	3140001	3150000	720	0	720
Chr1_630	3145001	3155000	598	0	598
Chr1_631	3150001	3160000	620	2	622
Chr1_632	3155001	3165000	724	4	728
Chr1_633	3160001	3170000	743	4	747
Chr1_634	3165001	3175000	615	2	617
Chr1_635	3170001	3180000	525	0	525
Chr1_636	3175001	3185000	723	0	723
Chr1_637	3180001	3190000	1377	1	1378
Chr1_638	3185001	3195000	2019	2	2021
Chr1_639	3190001	3200000	2010	2	2012
Chr1_640	3195001	3205000	1300	1	1301
Chr1_641	3200001	3210000	466	0	466
Chr1_642	3205001	3215000	223	0	223
Chr1_643	3210001	3220000	289	0	289
Chr1_644	3215001	3225000	431	0	431
Chr1_645	3220001	3230000	302	0	302
Chr1_646	3225001	3235000	272	1	273
Chr1_647	3230001	3240000	130	1	131
Chr1_648	3235001	3245000	130	1	131
Chr1_649	3240001	3250000	0	0	0
Chr1_650	3245001	3255000	0	0	0
Chr1_651	3250001	3260000	0	0	0
Chr1_652	3255001	3265000	93	0	93
Chr1_653	3260001	3270000	194	0	194
Chr1_654	3265001	3275000	194	0	194
Chr1_655	3270001	3280000	101	0	101
Chr1_656	3275001	3285000	98	0	98
Chr1_657	3280001	3290000	98	0	98
Chr1_658	3285001	3295000	98	0	98
Chr1_659	3290001	3300000	200	1	201
Chr1_660	3295001	3305000	480	2	482
Chr1_661	3300001	3310000	480	2	482
Chr1_662	3305001	3315000	280	1	281
Chr1_663	3310001	3320000	0	0	0
Chr1_664	3315001	3325000	0	0	0
Chr1_665	3320001	3330000	130	30	160
Chr1_666	3325001	3335000	339	52	391
Chr1_667	3330001	3340000	525	53	578
Chr1_668	3335001	3345000	547	23	570
Chr1_669	3340001	3350000	478	1	479
Chr1_670	3345001	3355000	292	0	292
Chr1_671	3350001	3360000	140	0	140
Chr1_672	3355001	3365000	0	0	0
Chr1_673	3360001	3370000	385	0	385
Chr1_674	3365001	3375000	1044	0	1044
Chr1_675	3370001	3380000	1439	0	1439
Chr1_676	3375001	3385000	1156	0	1156
Chr1_677	3380001	3390000	497	0	497
Chr1_678	3385001	3395000	196	0	196
Chr1_679	3390001	3400000	94	0	94
Chr1_680	3395001	3405000	94	0	94
