chr_window	start	stop	ADref	ADalt	DP
Chr1_191	950001	960000	0.0	0.0	0.0
Chr1_192	955001	965000	0.0	0.0	0.0
Chr1_193	960001	970000	0.0	0.0	0.0
Chr1_194	965001	975000	0.0	0.0	0.0
Chr1_195	970001	980000	0.0	0.0	0.0
Chr1_196	975001	985000	0.0	0.0	0.0
Chr1_197	980001	990000	0.0	0.0	0.0
Chr1_198	985001	995000	0.0	0.0	0.0
Chr1_199	990001	1000000	0.0	0.0	0.0
Chr1_200	995001	1005000	100	1	101
Chr1_201	1000001	1010000	115	0	115
Chr1_202	1005001	1015000	0.0	0.0	0.0
Chr1_203	1010001	1020000	0.0	0.0	0.0
Chr1_204	1015001	1025000	0.0	0.0	0.0
Chr1_205	1020001	1030000	0.0	0.0	0.0
Chr1_206	1025001	1035000	0.0	0.0	0.0
Chr1_207	1030001	1040000	0.0	0.0	0.0
Chr1_208	1035001	1045000	105	1	106
Chr1_209	1040001	1050000	153	1	154
Chr1_210	1045001	1055000	84	0	84
Chr1_211	1050001	1060000	72	0	72
Chr1_212	1055001	1065000	102	0	102
Chr1_213	1060001	1070000	0.0	0.0	0.0
Chr1_214	1065001	1075000	0.0	0.0	0.0
Chr1_215	1070001	1080000	0.0	0.0	0.0
Chr1_216	1075001	1085000	0.0	0.0	0.0
Chr1_217	1080001	1090000	0.0	0.0	0.0
Chr1_218	1085001	1095000	0.0	0.0	0.0
Chr1_219	1090001	1100000	0.0	0.0	0.0
Chr1_220	1095001	1105000	0.0	0.0	0.0
Chr1_221	1100001	1110000	0.0	0.0	0.0
Chr1_222	1105001	1115000	0.0	0.0	0.0
Chr1_223	1110001	1120000	0.0	0.0	0.0
Chr1_224	1115001	1125000	0.0	0.0	0.0
Chr1_225	1120001	1130000	130	0	130
Chr1_226	1125001	1135000	120	0	120
Chr1_227	1130001	1140000	0.0	0.0	0.0
Chr1_228	1135001	1145000	292	1	293
Chr1_229	1140001	1150000	288	1	289
Chr1_230	1145001	1155000	0.0	0.0	0.0
Chr1_231	1150001	1160000	166	1	167
Chr1_232	1155001	1165000	254	1	255
Chr1_233	1160001	1170000	138	0	138
Chr1_234	1165001	1175000	0.0	0.0	0.0
Chr1_235	1170001	1180000	0.0	0.0	0.0
Chr1_236	1175001	1185000	0.0	0.0	0.0
Chr1_237	1180001	1190000	0.0	0.0	0.0
Chr1_238	1185001	1195000	0.0	0.0	0.0
Chr1_239	1190001	1200000	0.0	0.0	0.0
Chr1_240	1195001	1205000	0.0	0.0	0.0
Chr1_241	1200001	1210000	0.0	0.0	0.0
Chr1_242	1205001	1215000	0.0	0.0	0.0
Chr1_243	1210001	1220000	0.0	0.0	0.0
Chr1_244	1215001	1225000	0.0	0.0	0.0
Chr1_245	1220001	1230000	0.0	0.0	0.0
Chr1_246	1225001	1235000	151	0	151
Chr1_247	1230001	1240000	208	0	208
Chr1_248	1235001	1245000	144	0	144
Chr1_249	1240001	1250000	0.0	0.0	0.0
Chr1_250	1245001	1255000	0.0	0.0	0.0
Chr1_251	1250001	1260000	0.0	0.0	0.0
Chr1_252	1255001	1265000	0.0	0.0	0.0
Chr1_253	1260001	1270000	0.0	0.0	0.0
Chr1_254	1265001	1275000	0.0	0.0	0.0
Chr1_255	1270001	1280000	198	0	198
Chr1_256	1275001	1285000	0.0	0.0	0.0
Chr1_257	1280001	1290000	0.0	0.0	0.0
Chr1_258	1285001	1295000	0.0	0.0	0.0
Chr1_259	1290001	1300000	0.0	0.0	0.0
Chr1_260	1295001	1305000	139	0	139
Chr1_261	1300001	1310000	202	0	202
Chr1_262	1305001	1315000	0.0	0.0	0.0
Chr1_263	1310001	1320000	0.0	0.0	0.0
Chr1_264	1315001	1325000	144	0	144
Chr1_265	1320001	1330000	156	0	156
Chr1_266	1325001	1335000	110	0	110
Chr1_267	1330001	1340000	130	0	130
Chr1_268	1335001	1345000	0.0	0.0	0.0
Chr1_269	1340001	1350000	0.0	0.0	0.0
Chr1_270	1345001	1355000	0.0	0.0	0.0
Chr1_271	1350001	1360000	0.0	0.0	0.0
Chr1_272	1355001	1365000	0.0	0.0	0.0
Chr1_273	1360001	1370000	0.0	0.0	0.0
Chr1_274	1365001	1375000	0.0	0.0	0.0
Chr1_275	1370001	1380000	0.0	0.0	0.0
Chr1_276	1375001	1385000	0.0	0.0	0.0
Chr1_277	1380001	1390000	0.0	0.0	0.0
Chr1_278	1385001	1395000	0.0	0.0	0.0
Chr1_279	1390001	1400000	0.0	0.0	0.0
Chr1_280	1395001	1405000	0.0	0.0	0.0
Chr1_281	1400001	1410000	0.0	0.0	0.0
Chr1_282	1405001	1415000	0.0	0.0	0.0
Chr1_283	1410001	1420000	0.0	0.0	0.0
Chr1_284	1415001	1425000	139	0	139
Chr1_285	1420001	1430000	290	19	309
Chr1_286	1425001	1435000	247	19	266
Chr1_287	1430001	1440000	199	0	199
Chr1_288	1435001	1445000	354	4	358
Chr1_289	1440001	1450000	236	4	240
Chr1_290	1445001	1455000	0.0	0.0	0.0
Chr1_291	1450001	1460000	125	0	125
Chr1_292	1455001	1465000	235	1	236
Chr1_293	1460001	1470000	187	1	188
Chr1_294	1465001	1475000	0.0	0.0	0.0
Chr1_295	1470001	1480000	0.0	0.0	0.0
Chr1_296	1475001	1485000	0.0	0.0	0.0
Chr1_297	1480001	1490000	0.0	0.0	0.0
Chr1_298	1485001	1495000	167	0	167
Chr1_299	1490001	1500000	179	0	179
Chr1_300	1495001	1505000	211	0	211
Chr1_301	1500001	1510000	431	0	431
Chr1_302	1505001	1515000	298	0	298
Chr1_303	1510001	1520000	0.0	0.0	0.0
Chr1_304	1515001	1525000	0.0	0.0	0.0
Chr1_305	1520001	1530000	144	0	144
Chr1_306	1525001	1535000	208	0	208
Chr1_307	1530001	1540000	0.0	0.0	0.0
Chr1_308	1535001	1545000	0.0	0.0	0.0
Chr1_309	1540001	1550000	138	0	138
Chr1_310	1545001	1555000	255	0	255
Chr1_311	1550001	1560000	246	0	246
Chr1_312	1555001	1565000	704	1	705
Chr1_313	1560001	1570000	983	1	984
Chr1_314	1565001	1575000	481	0	481
Chr1_315	1570001	1580000	139	0	139
Chr1_316	1575001	1585000	0.0	0.0	0.0
Chr1_317	1580001	1590000	161	0	161
Chr1_318	1585001	1595000	142	0	142
Chr1_319	1590001	1600000	0.0	0.0	0.0
Chr1_320	1595001	1605000	0.0	0.0	0.0
Chr1_321	1600001	1610000	0.0	0.0	0.0
Chr1_322	1605001	1615000	76	0	76
Chr1_323	1610001	1620000	60	0	60
Chr1_324	1615001	1625000	0.0	0.0	0.0
Chr1_325	1620001	1630000	0.0	0.0	0.0
Chr1_326	1625001	1635000	0.0	0.0	0.0
Chr1_327	1630001	1640000	0.0	0.0	0.0
Chr1_328	1635001	1645000	0.0	0.0	0.0
Chr1_329	1640001	1650000	107	0	107
Chr1_330	1645001	1655000	0.0	0.0	0.0
Chr1_331	1650001	1660000	0.0	0.0	0.0
Chr1_332	1655001	1665000	0.0	0.0	0.0
Chr1_333	1660001	1670000	126	0	126
Chr1_334	1665001	1675000	104	0	104
Chr1_335	1670001	1680000	0.0	0.0	0.0
Chr1_336	1675001	1685000	0.0	0.0	0.0
Chr1_337	1680001	1690000	0.0	0.0	0.0
Chr1_338	1685001	1695000	120	0	120
Chr1_339	1690001	1700000	147	0	147
Chr1_340	1695001	1705000	109	0	109
Chr1_341	1700001	1710000	0.0	0.0	0.0
Chr1_342	1705001	1715000	80	0	80
Chr1_343	1710001	1720000	300	1	301
Chr1_344	1715001	1725000	569	13	582
Chr1_345	1720001	1730000	366	12	378
Chr1_346	1725001	1735000	0.0	0.0	0.0
Chr1_347	1730001	1740000	0.0	0.0	0.0
Chr1_348	1735001	1745000	76	0	76
Chr1_349	1740001	1750000	117	0	117
Chr1_350	1745001	1755000	488	0	488
Chr1_351	1750001	1760000	429	0	429
Chr1_352	1755001	1765000	0.0	0.0	0.0
Chr1_353	1760001	1770000	0.0	0.0	0.0
Chr1_354	1765001	1775000	0.0	0.0	0.0
Chr1_355	1770001	1780000	145	0	145
Chr1_356	1775001	1785000	122	0	122
Chr1_357	1780001	1790000	0.0	0.0	0.0
Chr1_358	1785001	1795000	0.0	0.0	0.0
Chr1_359	1790001	1800000	0.0	0.0	0.0
Chr1_360	1795001	1805000	0.0	0.0	0.0
Chr1_361	1800001	1810000	0.0	0.0	0.0
Chr1_362	1805001	1815000	0.0	0.0	0.0
Chr1_363	1810001	1820000	0.0	0.0	0.0
Chr1_364	1815001	1825000	320	0	320
Chr1_365	1820001	1830000	303	0	303
Chr1_366	1825001	1835000	0.0	0.0	0.0
Chr1_367	1830001	1840000	0.0	0.0	0.0
Chr1_368	1835001	1845000	0.0	0.0	0.0
Chr1_369	1840001	1850000	111	1	112
Chr1_370	1845001	1855000	106	1	107
Chr1_371	1850001	1860000	81	0	81
Chr1_372	1855001	1865000	108	0	108
Chr1_373	1860001	1870000	162	0	162
Chr1_374	1865001	1875000	183	0	183
Chr1_375	1870001	1880000	0.0	0.0	0.0
Chr1_376	1875001	1885000	0.0	0.0	0.0
Chr1_377	1880001	1890000	172	0	172
Chr1_378	1885001	1895000	149	0	149
Chr1_379	1890001	1900000	0.0	0.0	0.0
Chr1_380	1895001	1905000	0.0	0.0	0.0
Chr1_381	1900001	1910000	0.0	0.0	0.0
Chr1_382	1905001	1915000	69	0	69
Chr1_383	1910001	1920000	72	0	72
Chr1_384	1915001	1925000	148	0	148
Chr1_385	1920001	1930000	136	0	136
Chr1_386	1925001	1935000	0.0	0.0	0.0
Chr1_387	1930001	1940000	0.0	0.0	0.0
Chr1_388	1935001	1945000	0.0	0.0	0.0
Chr1_389	1940001	1950000	122	0	122
Chr1_390	1945001	1955000	165	0	165
Chr1_391	1950001	1960000	103	0	103
Chr1_392	1955001	1965000	80	0	80
Chr1_393	1960001	1970000	114	0	114
Chr1_394	1965001	1975000	94	0	94
Chr1_395	1970001	1980000	101	0	101
Chr1_396	1975001	1985000	0.0	0.0	0.0
Chr1_397	1980001	1990000	0.0	0.0	0.0
Chr1_398	1985001	1995000	0.0	0.0	0.0
Chr1_399	1990001	2000000	116	0	116
Chr1_400	1995001	2005000	264	0	264
Chr1_401	2000001	2010000	425	0	425
Chr1_402	2005001	2015000	360	0	360
Chr1_403	2010001	2020000	268	1	269
Chr1_404	2015001	2025000	241	1	242
Chr1_405	2020001	2030000	169	0	169
Chr1_406	2025001	2035000	103	0	103
Chr1_407	2030001	2040000	0.0	0.0	0.0
Chr1_408	2035001	2045000	0.0	0.0	0.0
Chr1_409	2040001	2050000	0.0	0.0	0.0
Chr1_410	2045001	2055000	0.0	0.0	0.0
Chr1_411	2050001	2060000	0.0	0.0	0.0
Chr1_412	2055001	2065000	0.0	0.0	0.0
Chr1_413	2060001	2070000	0.0	0.0	0.0
Chr1_414	2065001	2075000	0.0	0.0	0.0
Chr1_415	2070001	2080000	0.0	0.0	0.0
Chr1_416	2075001	2085000	0.0	0.0	0.0
Chr1_417	2080001	2090000	110	0	110
Chr1_418	2085001	2095000	0.0	0.0	0.0
Chr1_419	2090001	2100000	0.0	0.0	0.0
Chr1_420	2095001	2105000	0.0	0.0	0.0
Chr1_421	2100001	2110000	104	12	116
Chr1_422	2105001	2115000	88	12	100
Chr1_423	2110001	2120000	0.0	0.0	0.0
Chr1_424	2115001	2125000	0.0	0.0	0.0
Chr1_425	2120001	2130000	0.0	0.0	0.0
Chr1_426	2125001	2135000	328	1	329
Chr1_427	2130001	2140000	314	1	315
Chr1_428	2135001	2145000	0.0	0.0	0.0
Chr1_429	2140001	2150000	0.0	0.0	0.0
Chr1_430	2145001	2155000	0.0	0.0	0.0
Chr1_431	2150001	2160000	0.0	0.0	0.0
Chr1_432	2155001	2165000	0.0	0.0	0.0
Chr1_433	2160001	2170000	0.0	0.0	0.0
Chr1_434	2165001	2175000	0.0	0.0	0.0
Chr1_435	2170001	2180000	0.0	0.0	0.0
Chr1_436	2175001	2185000	102	0	102
Chr1_437	2180001	2190000	93	0	93
Chr1_438	2185001	2195000	0.0	0.0	0.0
Chr1_439	2190001	2200000	0.0	0.0	0.0
Chr1_440	2195001	2205000	145	0	145
Chr1_441	2200001	2210000	135	0	135
Chr1_442	2205001	2215000	153	0	153
Chr1_443	2210001	2220000	144	0	144
Chr1_444	2215001	2225000	157	0	157
Chr1_445	2220001	2230000	251	0	251
Chr1_446	2225001	2235000	169	0	169
Chr1_447	2230001	2240000	0.0	0.0	0.0
Chr1_448	2235001	2245000	87	0	87
Chr1_449	2240001	2250000	90	0	90
Chr1_450	2245001	2255000	309	0	309
Chr1_451	2250001	2260000	296	0	296
Chr1_452	2255001	2265000	173	0	173
Chr1_453	2260001	2270000	178	0	178
Chr1_454	2265001	2275000	0.0	0.0	0.0
Chr1_455	2270001	2280000	0.0	0.0	0.0
Chr1_456	2275001	2285000	0.0	0.0	0.0
Chr1_457	2280001	2290000	0.0	0.0	0.0
Chr1_458	2285001	2295000	0.0	0.0	0.0
Chr1_459	2290001	2300000	0.0	0.0	0.0
Chr1_460	2295001	2305000	0.0	0.0	0.0
Chr1_461	2300001	2310000	0.0	0.0	0.0
Chr1_462	2305001	2315000	0.0	0.0	0.0
Chr1_463	2310001	2320000	245	1	246
Chr1_464	2315001	2325000	721	1	722
Chr1_465	2320001	2330000	572	0	572
Chr1_466	2325001	2335000	0.0	0.0	0.0
Chr1_467	2330001	2340000	0.0	0.0	0.0
Chr1_468	2335001	2345000	0.0	0.0	0.0
Chr1_469	2340001	2350000	0.0	0.0	0.0
Chr1_470	2345001	2355000	95	0	95
Chr1_471	2350001	2360000	139	0	139
Chr1_472	2355001	2365000	150	0	150
Chr1_473	2360001	2370000	142	0	142
Chr1_474	2365001	2375000	147	0	147
Chr1_475	2370001	2380000	382	0	382
Chr1_476	2375001	2385000	338	0	338
Chr1_477	2380001	2390000	136	0	136
Chr1_478	2385001	2395000	193	0	193
Chr1_479	2390001	2400000	136	0	136
Chr1_480	2395001	2405000	93	0	93
Chr1_481	2400001	2410000	78	0	78
Chr1_482	2405001	2415000	68	0	68
Chr1_483	2410001	2420000	84	0	84
Chr1_484	2415001	2425000	94	0	94
Chr1_485	2420001	2430000	87	0	87
Chr1_486	2425001	2435000	97	0	97
Chr1_487	2430001	2440000	341	1	342
Chr1_488	2435001	2445000	319	1	320
Chr1_489	2440001	2450000	0.0	0.0	0.0
Chr1_490	2445001	2455000	0.0	0.0	0.0
Chr1_491	2450001	2460000	0.0	0.0	0.0
Chr1_492	2455001	2465000	0.0	0.0	0.0
Chr1_493	2460001	2470000	0.0	0.0	0.0
Chr1_494	2465001	2475000	0.0	0.0	0.0
Chr1_495	2470001	2480000	0.0	0.0	0.0
Chr1_496	2475001	2485000	0.0	0.0	0.0
Chr1_497	2480001	2490000	94	0	94
Chr1_498	2485001	2495000	112	0	112
Chr1_499	2490001	2500000	141	0	141
Chr1_500	2495001	2505000	143	0	143
Chr1_501	2500001	2510000	112	0	112
Chr1_502	2505001	2515000	160	0	160
Chr1_503	2510001	2520000	137	0	137
Chr1_504	2515001	2525000	136	0	136
Chr1_505	2520001	2530000	169	0	169
Chr1_506	2525001	2535000	0.0	0.0	0.0
Chr1_507	2530001	2540000	144	0	144
Chr1_508	2535001	2545000	278	0	278
Chr1_509	2540001	2550000	449	0	449
Chr1_510	2545001	2555000	294	0	294
Chr1_511	2550001	2560000	0.0	0.0	0.0
Chr1_512	2555001	2565000	398	0	398
Chr1_513	2560001	2570000	521	0	521
Chr1_514	2565001	2575000	338	1	339
Chr1_515	2570001	2580000	439	1	440
Chr1_516	2575001	2585000	406	0	406
Chr1_517	2580001	2590000	224	0	224
Chr1_518	2585001	2595000	109	0	109
Chr1_519	2590001	2600000	0.0	0.0	0.0
Chr1_520	2595001	2605000	0.0	0.0	0.0
Chr1_521	2600001	2610000	0.0	0.0	0.0
Chr1_522	2605001	2615000	104	0	104
Chr1_523	2610001	2620000	0.0	0.0	0.0
Chr1_524	2615001	2625000	0.0	0.0	0.0
Chr1_525	2620001	2630000	0.0	0.0	0.0
Chr1_526	2625001	2635000	0.0	0.0	0.0
Chr1_527	2630001	2640000	0.0	0.0	0.0
Chr1_528	2635001	2645000	0.0	0.0	0.0
Chr1_529	2640001	2650000	0.0	0.0	0.0
Chr1_530	2645001	2655000	98	0	98
Chr1_531	2650001	2660000	132	1	133
Chr1_532	2655001	2665000	117	1	118
Chr1_533	2660001	2670000	0.0	0.0	0.0
Chr1_534	2665001	2675000	0.0	0.0	0.0
Chr1_535	2670001	2680000	0.0	0.0	0.0
Chr1_536	2675001	2685000	0.0	0.0	0.0
Chr1_537	2680001	2690000	0.0	0.0	0.0
Chr1_538	2685001	2695000	258	2	260
Chr1_539	2690001	2700000	237	2	239
Chr1_540	2695001	2705000	0.0	0.0	0.0
Chr1_541	2700001	2710000	0.0	0.0	0.0
Chr1_542	2705001	2715000	0.0	0.0	0.0
Chr1_543	2710001	2720000	0.0	0.0	0.0
Chr1_544	2715001	2725000	0.0	0.0	0.0
Chr1_545	2720001	2730000	0.0	0.0	0.0
Chr1_546	2725001	2735000	0.0	0.0	0.0
Chr1_547	2730001	2740000	0.0	0.0	0.0
Chr1_548	2735001	2745000	0.0	0.0	0.0
Chr1_549	2740001	2750000	0.0	0.0	0.0
Chr1_550	2745001	2755000	163	0	163
Chr1_551	2750001	2760000	176	0	176
Chr1_552	2755001	2765000	105	0	105
Chr1_553	2760001	2770000	0.0	0.0	0.0
Chr1_554	2765001	2775000	0.0	0.0	0.0
Chr1_555	2770001	2780000	0.0	0.0	0.0
Chr1_556	2775001	2785000	0.0	0.0	0.0
Chr1_557	2780001	2790000	0.0	0.0	0.0
Chr1_558	2785001	2795000	0.0	0.0	0.0
Chr1_559	2790001	2800000	0.0	0.0	0.0
Chr1_560	2795001	2805000	0.0	0.0	0.0
Chr1_561	2800001	2810000	0.0	0.0	0.0
Chr1_562	2805001	2815000	0.0	0.0	0.0
Chr1_563	2810001	2820000	118	0	118
Chr1_564	2815001	2825000	247	0	247
Chr1_565	2820001	2830000	248	0	248
Chr1_566	2825001	2835000	130	0	130
Chr1_567	2830001	2840000	0.0	0.0	0.0
Chr1_568	2835001	2845000	144	0	144
Chr1_569	2840001	2850000	153	0	153
Chr1_570	2845001	2855000	432	1	433
Chr1_571	2850001	2860000	487	1	488
Chr1_572	2855001	2865000	343	2	345
Chr1_573	2860001	2870000	286	2	288
Chr1_574	2865001	2875000	119	0	119
Chr1_575	2870001	2880000	78	0	78
Chr1_576	2875001	2885000	0.0	0.0	0.0
Chr1_577	2880001	2890000	0.0	0.0	0.0
Chr1_578	2885001	2895000	0.0	0.0	0.0
Chr1_579	2890001	2900000	0.0	0.0	0.0
Chr1_580	2895001	2905000	0.0	0.0	0.0
Chr1_581	2900001	2910000	0.0	0.0	0.0
Chr1_582	2905001	2915000	0.0	0.0	0.0
Chr1_583	2910001	2920000	0.0	0.0	0.0
Chr1_584	2915001	2925000	0.0	0.0	0.0
Chr1_585	2920001	2930000	0.0	0.0	0.0
Chr1_586	2925001	2935000	0.0	0.0	0.0
Chr1_587	2930001	2940000	0.0	0.0	0.0
Chr1_588	2935001	2945000	0.0	0.0	0.0
Chr1_589	2940001	2950000	0.0	0.0	0.0
Chr1_590	2945001	2955000	0.0	0.0	0.0
Chr1_591	2950001	2960000	100	0	100
Chr1_592	2955001	2965000	228	0	228
Chr1_593	2960001	2970000	181	0	181
Chr1_594	2965001	2975000	0.0	0.0	0.0
Chr1_595	2970001	2980000	0.0	0.0	0.0
Chr1_596	2975001	2985000	0.0	0.0	0.0
Chr1_597	2980001	2990000	147	0	147
Chr1_598	2985001	2995000	157	0	157
Chr1_599	2990001	3000000	0.0	0.0	0.0
Chr1_600	2995001	3005000	0.0	0.0	0.0
